miner_id,client_name,miner_name,status,miner_type,miner_ip,miner_mac,miner_serial,psu_serial,miner_created_date,uptime,firmware_version,miner_tags,observed,last_update,last_update_unix,hash_rate,max_temp,temps,max_fan,fans,accepted_shares,rejected_shares,stale_shares,active_pool,active_worker,pool_1_url,pool_1_worker,pool_2_url,pool_2_worker,pool_3_url,pool_3_worker,pool_connected,submitting_shares,wattage,power_mode,pickaxe,description,miner_row,miner_index,miner_rack,miner_rack_group,miner_control_board
12276115,Tula,Whatsminer M30S+ - c8:06:22:00:01:c6,okay,Whatsminer M30S+,172.16.132.171,c8:06:22:00:01:c6,,7D213501397,2025-05-26 23:47:08.466190+0000,4:44:52.903855,20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,100885679920000.0000000000,91,29:80:91:59:68:67:80:30,8104,7650:7650:8104,1007,0,1,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T143,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T143,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T143,,,True,True,3610,normal,Esme,,,,,,
12276116,Tula,Whatsminer M30S+ - c8:08:18:00:2f:7c,okay,Whatsminer M30S+,172.16.132.109,c8:08:18:00:2f:7c,,A1232B0921091586,2025-05-26 23:47:08.466190+0000,1:52:23.423543,20220512.17.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,93270200820000.0000000000,93,28:82:93:54:61:63:73,7890,7620:7890:6976,191,0,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T127,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T127,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T127,,,True,True,3243,normal,Esme,,,,,,
12276117,Tula,Whatsminer M30S+ - c8:04:08:00:33:c4,okay,Whatsminer M30S+,172.16.132.224,c8:04:08:00:33:c4,,3D212300198,2025-05-26 23:47:08.466190+0000,4:52:53.297198,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,103242095490000.0000000000,89,29:79:89:74:82:74:82:36,8496,5610:5700:8496,964,5,3,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-184,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-184,,,,,True,True,3614,normal,Esme,,,,,,
12276118,Tula,Whatsminer M30S+ - c8:06:22:00:52:14,okay,Whatsminer M30S+,172.16.132.229,c8:06:22:00:52:14,,1355A2138603557,2025-05-26 23:47:08.466190+0000,"1 day, 2:51:54.726013",20220712.14.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,102912808210000.0000000000,79,35:79:0:73:0:73:0,9808,6240:6480:9808,897,3,22,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T80,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T80,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T80,,,True,True,3637,normal,Esme,,,,,,
12276119,Tula,Whatsminer M30S+ - c8:06:22:00:1a:11,okay,Whatsminer M30S+,172.16.132.25,c8:06:22:00:1a:11,,7D213502890,2025-05-26 23:47:08.466190+0000,"1 day, 2:53:55.314790",20220712.14.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,103163064200000.0000000000,89,40:75:84:77:86:80:89,9728,5730:5820:9728,950,1,15,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T27,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T27,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T27,,,True,True,3603,normal,Esme,,,,,,
12276120,Tula,Whatsminer M30S+ - c8:05:06:00:11:6c,okay,Whatsminer M30S+,172.16.132.30,c8:05:06:00:11:6c,,1355A2128600900,2025-05-26 23:47:08.466190+0000,8:39:52.966270,20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,92843795270000.0000000000,93,29:80:93:59:69:77:87:39,8656,7620:7830:8656,962,2,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T188,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T188,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T188,,,True,True,3236,normal,Esme,,,,,,
12276121,Tula,Whatsminer M30S+ - c8:08:18:00:08:fc,okay,Whatsminer M30S+,172.16.132.27,c8:08:18:00:08:fc,,1355A2138600130,2025-05-26 23:47:08.466190+0000,"6 days, 18:28:33.388418",20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,96142400630000.0000000000,76,29:72:0:76:0:71:0:45,9840,5550:5580:9840,977,0,9,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-135,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-135,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-135,,,True,True,3439,normal,Esme,,,,,,
12276122,Tula,Whatsminer M30S+ - c8:04:08:00:35:0b,okay,Whatsminer M30S+,172.16.132.21,c8:04:08:00:35:0b,,3D212000648,2025-05-26 23:47:08.466190+0000,4:21:53.103258,20220512.17.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,103260087450000.0000000000,89,30:80:89:59:67:64:72,9184,7620:7650:9184,866,0,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T134,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T134,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T134,,,True,True,3611,normal,Esme,,,,,,
12276123,Tula,Whatsminer M30S+ - c8:06:22:00:12:5b,okay,Whatsminer M30S+,172.16.132.22,c8:06:22:00:12:5b,,7D213501394,2025-05-26 23:47:08.466190+0000,3:54:53.322523,20220512.17.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,0E-10,35,28:35:0:34:0:33:0,7352,6990:6900:7352,0,0,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T82,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T82,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T82,,,True,True,2,sleeping,Esme,,,,,,
12276124,Tula,Whatsminer M30S+ - c8:11:16:00:61:f5,fail,Whatsminer M30S+,172.16.132.33,c8:11:16:00:61:f5,,8D215301734,2025-05-26 23:47:08.466190+0000,"6 days, 21:43:34.747814",20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,52719913150000.0000000000,91,34:80:91:80:88:77:84:35,7530,7530:7504,915,1,6,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T26,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T26,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T26,,,True,True,2726,normal,Esme,,,,,,
12276125,Tula,Whatsminer M30S+ - c8:06:22:00:30:8f,okay,Whatsminer M30S+,172.16.132.26,c8:06:22:00:30:8f,,1355A2120603037,2025-05-26 23:47:08.466190+0000,"6 days, 18:45:33.559746",20220712.14.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,102495885910000.0000000000,87,31:80:87:76:84:75:82,7568,5460:5520:7568,1177,2,18,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T187,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T187,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T187,,,True,True,3614,normal,Esme,,,,,,
12276126,Tula,Whatsminer M30S+ - c8:08:18:00:3f:d1,fail,Whatsminer M30S+,172.16.132.226,c8:08:18:00:3f:d1,,1355A2138600030,2025-05-26 23:47:08.466190+0000,"1 day, 18:38:44.453930",20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,0E-10,0,,0,,0,0,0,,,,,,,,,False,False,99,idle,Esme,,,,,,
12276127,Tula,Whatsminer M30S+ - c8:01:26:00:28:a5,okay,Whatsminer M30S+,172.16.132.231,c8:01:26:00:28:a5,,3D212201810,2025-05-26 23:47:08.466190+0000,4:44:52.922631,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,101165411000000.0000000000,83,29:75:83:70:78:70:79:36,9056,5940:5910:9056,950,5,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-85,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-85,,,,,True,True,3639,normal,Esme,,,,,,
12276128,Tula,Whatsminer M30S+ - c8:06:22:00:67:14,okay,Whatsminer M30S+,172.16.132.23,c8:06:22:00:67:14,,1355A2144600929,2025-05-26 23:47:08.466190+0000,4:36:52.928146,20220512.17.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,104535716580000.0000000000,88,29:77:84:76:83:80:88,9840,5370:5460:9840,936,1,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T132,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T132,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T132,,,True,True,3593,normal,Esme,,,,,,
12276129,Tula,Whatsminer M30S+ - c8:04:08:00:35:23,okay,Whatsminer M30S+,172.16.132.227,c8:04:08:00:35:23,,1355A2218601272,2025-05-26 23:47:08.466190+0000,"14 days, 23:20:59.019044",20220712.14.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,0E-10,34,30:32:0:33:0:34:0,7470,7470:4020:5952,0,0,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-24,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-24,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-24,,,True,True,2,sleeping,Esme,,,,,,
12276130,Tula,Whatsminer M30S+ - c8:01:26:00:28:d1,okay,Whatsminer M30S+,172.16.132.36,c8:01:26:00:28:d1,,3D211100566,2025-05-26 23:47:08.466190+0000,4:44:52.927668,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,104474422920000.0000000000,88,29:79:88:75:83:75:83:38,9296,5520:5490:9296,951,3,8,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-133,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-133,,,,,True,True,3616,normal,Esme,,,,,,
12276131,Tula,Whatsminer M30S+ - c8:04:08:00:1f:04,okay,Whatsminer M30S+,172.16.132.166,c8:04:08:00:1f:04,,1355A2137603294,2025-05-26 23:47:08.466190+0000,"1 day, 2:54:55.224637",20220712.14.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,102635786580000.0000000000,88,33:80:88:76:83:75:83,9984,5490:5610:9984,1044,3,6,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T198,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T198,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T198,,,True,True,3644,normal,Esme,,,,,,
12276132,Tula,Whatsminer M30S+ - c8:08:18:00:57:bb,okay,Whatsminer M30S+,172.16.132.157,c8:08:18:00:57:bb,,1355A2138600025,2025-05-26 23:47:08.466190+0000,4:40:52.547377,20220512.17.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,104902795660000.0000000000,80,29:80:0:74:0:79:0,9808,5370:5430:9808,975,4,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T195,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T195,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T195,,,True,True,3591,normal,Esme,,,,,,
12276133,Tula,Whatsminer M30S+ - c8:01:10:00:1a:14,okay,Whatsminer M30S+,172.16.132.24,c8:01:10:00:1a:14,,3D205209642,2025-05-26 23:47:08.466190+0000,4:44:52.932352,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,103989362160000.0000000000,89,30:79:89:77:84:75:83:37,8784,5580:5610:8784,979,6,1,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-186,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-186,,,,,True,True,3630,normal,Esme,,,,,,
12276134,Tula,Whatsminer M30S+ - c8:04:08:00:35:38,okay,Whatsminer M30S+,172.16.132.28,c8:04:08:00:35:38,,3D212000787,2025-05-26 23:47:08.466190+0000,4:34:51.480708,20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,93706142960000.0000000000,91,29:83:91:55:62:65:74:33,8736,7680:7770:8736,1001,0,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T136,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T136,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T136,,,True,True,3143,normal,Esme,,,,,,
12276135,Tula,Whatsminer M30S+ - c8:11:19:00:16:9d,okay,Whatsminer M30S+,172.16.132.158,c8:11:19:00:16:9d,,1436Y2202601483,2025-05-26 23:47:08.466190+0000,22:29:54.368092,20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,68290580090000.0000000000,90,29:79:90:59:73:73:87:36,7590,7500:7590:6160,1006,0,3,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T196,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T196,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T196,,,True,True,2879,normal,Esme,,,,,,
12276136,Tula,Whatsminer M30S+ - c8:01:26:00:10:25,okay,Whatsminer M30S+,172.16.132.29,c8:01:26:00:10:25,,3D212201548,2025-05-26 23:47:08.466190+0000,"1 day, 2:21:55.011638",20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,32790139930000.0000000000,92,26:35:35:79:92:38:40:30,7504,5940:6000:7504,958,3,3,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-189,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-189,,,,,True,True,2086,normal,Esme,,,,,,
12276137,Tula,Whatsminer M30S+ - c8:06:22:00:70:c3,okay,Whatsminer M30S+,172.16.132.162,c8:06:22:00:70:c3,,1355A2135603802,2025-05-26 23:47:08.466190+0000,4:44:52.938486,20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,101302860500000.0000000000,92,28:81:92:59:69:63:73:45,8336,7560:7680:8336,995,0,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T193,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T193,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T193,,,True,True,3601,normal,Esme,,,,,,
12276138,Tula,Whatsminer M30S+ - c8:05:06:00:4d:46,okay,Whatsminer M30S+,172.16.132.32,c8:05:06:00:4d:46,,3D212300235,2025-05-26 23:47:08.466190+0000,4:44:52.942929,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,103364264070000.0000000000,86,31:77:86:72:81:74:82:37,8672,5670:5790:8672,1087,7,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-131,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-131,,,,,True,True,3604,normal,Esme,,,,,,
12276139,Tula,Whatsminer M30S+ - c8:08:31:00:49:83,okay,Whatsminer M30S+,172.16.132.237,c8:08:31:00:49:83,,1355A2144601103,2025-05-26 23:47:08.466190+0000,4:33:53.506497,20220512.17.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,92200110500000.0000000000,89,33:82:89:65:71:70:76,9440,7560:7830:9440,1115,3,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T139,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T139,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T139,,,True,True,3111,normal,Esme,,,,,,
12276140,Tula,Whatsminer M30S+ - c8:08:18:00:51:62,fail,Whatsminer M30S+,172.16.132.228,c8:08:18:00:51:62,,1355A2138603933,2025-05-26 23:47:08.466190+0000,4:42:52.668557,20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,94629372060000.0000000000,91,35:70:75:76:81:82:91:48,9856,7530:9856,1194,0,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T25,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T25,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T25,,,True,True,3301,normal,Esme,,,,,,
12276141,Tula,Whatsminer M30S+ - c8:04:08:00:39:9a,okay,Whatsminer M30S+,172.16.132.156,c8:04:08:00:39:9a,,3D212202076,2025-05-26 23:47:08.466190+0000,4:44:52.947657,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,104248315180000.0000000000,87,31:78:87:71:79:70:79:36,9024,6060:6090:9024,987,0,2,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-194,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-194,,,,,True,True,3617,normal,Esme,,,,,,
12276142,Tula,Whatsminer M30S+ - c8:01:10:00:1e:9f,fail,Whatsminer M30S+,172.16.132.123,c8:01:10:00:1e:9f,,7D230700830,2025-05-26 23:47:08.466190+0000,"2 days, 2:33:46.160439",20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,5463868750000.0000000000,48,27:45:0:48:0:45:0:24,7504,1470:1470:7504,0,0,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-183,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-183,,,,,True,True,788,normal,Esme,,,,,,
12276143,Tula,Whatsminer M30S+ - c8:04:08:00:39:b1,okay,Whatsminer M30S+,172.16.132.46,c8:04:08:00:39:b1,,3D212201919,2025-05-26 23:47:08.466190+0000,4:52:53.342214,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,103816398090000.0000000000,88,29:80:87:75:82:79:88:38,9392,5520:5490:9392,898,8,2,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-128,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-128,,,,,True,True,3645,normal,Esme,,,,,,
12276144,Tula,Whatsminer M30S+ - c8:05:06:00:4a:fd,okay,Whatsminer M30S+,172.16.132.45,c8:05:06:00:4a:fd,,3D212300355,2025-05-26 23:47:08.466190+0000,4:52:53.344748,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,102893803720000.0000000000,87,32:79:87:76:83:76:84:36,10080,5490:5580:10080,943,12,5,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-130,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-130,,,,,True,True,3636,normal,Esme,,,,,,
12276145,Tula,Whatsminer M30S+ - c8:04:08:00:23:86,okay,Whatsminer M30S+,172.16.132.53,c8:04:08:00:23:86,,3D212200406,2025-05-26 23:47:08.466190+0000,4:56:48.777802,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,101418030950000.0000000000,88,30:79:85:77:84:79:88:38,9424,5310:5340:9424,947,9,5,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-129,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-129,,,,,True,True,3637,normal,Esme,,,,,,
12276146,Tula,Whatsminer M30S - ca:03:15:00:18:2f,okay,Whatsminer M30S,172.16.132.163,ca:03:15:00:18:2f,,7D221501539,2025-05-26 23:47:08.466190+0000,4:44:52.958658,20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,93072984050000.0000000000,95,29:71:94:68:88:70:95:29,8400,6510:6480:8400,963,0,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T197,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T197,,,,,True,True,3621,normal,Esme,,,,,,
12276147,Tula,Whatsminer M30S+ - c8:06:22:00:06:e9,okay,Whatsminer M30S+,172.16.132.230,c8:06:22:00:06:e9,,7D213600515,2025-05-26 23:47:08.466190+0000,"1 day, 2:52:55.028653",20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,103583227440000.0000000000,88,29:79:88:74:82:76:85:31,8368,5340:5310:8368,1031,0,7,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T78,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T78,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T78,,,True,True,3622,normal,Esme,,,,,,
12276148,Tula,Whatsminer M30S+ - c8:06:22:00:28:2d,fail,Whatsminer M30S+,0.0.0.0,c8:06:22:00:28:2d,,7D213502814,2025-05-26 23:47:08.466190+0000,0:00:00,,,True,2025-06-10 22:45:40.440000+00:00,1749595540440,0,,,,,0,0,0,,,,,,,,,False,False,90,sleeping,Esme,,,,,,
12276149,Tula,Whatsminer M30S+ - c8:06:22:00:6b:ff,okay,Whatsminer M30S+,172.16.132.173,c8:06:22:00:6b:ff,,1355A2138602429,2025-05-26 23:47:08.466190+0000,4:30:53.311386,20220712.14.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,89368272010000.0000000000,90,39:77:85:80:90:79:76,10144,7470:3360:10144,1048,3,0,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T31,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T31,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T31,,,True,True,3378,normal,Esme,,,,,,
12276150,Tula,Whatsminer M30S+ - c8:06:22:00:94:1a,okay,Whatsminer M30S+,172.16.132.174,c8:06:22:00:94:1a,,7D221006051,2025-05-26 23:47:08.466190+0000,4:44:52.965600,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,100486490410000.0000000000,89,46:70:79:75:84:79:89:48,9808,6720:6720:9808,917,8,1,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-34,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-34,,,,,True,True,3601,normal,Esme,,,,,,
12276151,Tula,Whatsminer M30S+ - c8:04:08:00:27:4b,okay,Whatsminer M30S+,172.16.132.234,c8:04:08:00:27:4b,,3D212201856,2025-05-26 23:47:08.466190+0000,4:44:52.967377,20230911.12.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,101688442260000.0000000000,87,29:79:87:79:85:78:86:38,9264,5460:5520:9264,967,4,7,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-142,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T1-142,,,,,True,True,3633,normal,Esme,,,,,,
12276152,Tula,Whatsminer M30S+ - c8:06:22:00:2c:1f,okay,Whatsminer M30S+,172.16.132.169,c8:06:22:00:2c:1f,,7D213502852,2025-05-26 23:47:08.466190+0000,"6 days, 18:59:33.982729",20230714.15.Rel,,True,2025-06-10 23:07:43.296000+00:00,1749596863296,75172643540000.0000000000,89,29:83:89:65:73:73:88:29,7888,7590:7710:7888,1112,0,7,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T137,sha256asicboost.auto.nicehash.com:9200,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T137,stratum+ssl,NHbMiJqsPwu2PXx2kaguPx15jGVzzPHPZrQo.T137,,,True,True,3183,normal,Esme,,,,,,
